지점,지점명,일시,기온(°C),기온 QC플래그,강수량(mm),강수량 QC플래그,풍속(m/s),풍속 QC플래그,습도(%),습도 QC플래그
108,서울,2025-07-10 15:00,35.7,,,,2.7,,37,
108,서울,2025-07-10 16:00,36.1,,,,3.6,,36,
108,서울,2025-07-10 17:00,36,,,,3.1,,35,
108,서울,2025-07-10 18:00,35.5,,,,2.7,,34,
108,서울,2025-07-10 19:00,33.9,,,,4.3,,34,
108,서울,2025-07-10 20:00,32.2,,,,4.3,,35,
108,서울,2025-07-10 21:00,31,,,,3.2,,39,
108,서울,2025-07-10 22:00,29.9,,,,3.3,,40,
108,서울,2025-07-10 23:00,28.9,,,,3.8,,42,
108,서울,2025-07-11 00:00,28,,,,3.5,,43,
108,서울,2025-07-11 01:00,27.1,,,,3.8,,45,
108,서울,2025-07-11 02:00,26.4,,,,4,,49,
108,서울,2025-07-11 03:00,25.8,,,,3.1,,50,
108,서울,2025-07-11 04:00,25.3,,,,3.4,,53,
108,서울,2025-07-11 05:00,24.8,,,,3.6,,56,
108,서울,2025-07-11 06:00,24.6,,,,3.1,,58,
108,서울,2025-07-11 07:00,25.3,,,,4.7,,57,
108,서울,2025-07-11 08:00,27.1,,,,4.2,,52,
108,서울,2025-07-11 09:00,28.8,,,,3.6,,49,
108,서울,2025-07-11 10:00,30.2,,,,3,,47,
108,서울,2025-07-11 11:00,31.4,,,,3.5,,45,
108,서울,2025-07-11 12:00,32.5,,,,3.9,,44,
108,서울,2025-07-11 13:00,33.5,,,,2.8,,40,
108,서울,2025-07-11 14:00,34.3,,,,3.7,,41,
108,서울,2025-07-11 15:00,35,,,,2.6,,38,
108,서울,2025-07-11 16:00,35.7,,,,2.8,,37,
108,서울,2025-07-11 17:00,36,,,,2.7,,35,
108,서울,2025-07-11 18:00,35.6,,,,2.4,,38,
108,서울,2025-07-11 19:00,34.2,,,,2.7,,39,
108,서울,2025-07-11 20:00,32.5,,,,3.7,,43,
108,서울,2025-07-11 21:00,30.9,,,,4.6,,47,
108,서울,2025-07-11 22:00,29.8,,,,3.5,,50,
108,서울,2025-07-11 23:00,28.8,,,,2.8,,51,
108,서울,2025-07-12 00:00,28,,,,2.5,,53,
108,서울,2025-07-12 01:00,27.2,,,,2.9,,53,
108,서울,2025-07-12 02:00,26.6,,,,3.5,,54,
108,서울,2025-07-12 03:00,26,,,,3.5,,55,
108,서울,2025-07-12 04:00,25.4,,,,2.8,,56,
108,서울,2025-07-12 05:00,24.8,,,,2.6,,56,
108,서울,2025-07-12 06:00,24.4,,,,1.3,,58,
108,서울,2025-07-12 07:00,25.1,,,,2.4,,56,
108,서울,2025-07-12 08:00,27.3,,,,2.3,,50,
108,서울,2025-07-12 09:00,29.1,,,,2.6,,46,
108,서울,2025-07-12 10:00,30.6,,,,3.3,,40,
108,서울,2025-07-12 11:00,32.2,,,,2.5,,37,
108,서울,2025-07-12 12:00,33.3,,,,2,,37,
108,서울,2025-07-12 13:00,34.3,,,,1.7,,32,
108,서울,2025-07-12 14:00,35.2,,,,2.1,,30,
108,서울,2025-07-12 15:00,35.9,,,,2.2,,29,
108,서울,2025-07-12 16:00,36.2,,,,2.5,,28,
108,서울,2025-07-12 17:00,36,,,,2.9,,29,
108,서울,2025-07-12 18:00,34.9,,,,2.7,,38,
108,서울,2025-07-12 19:00,32.8,,,,2.4,,48,
108,서울,2025-07-12 20:00,31.4,,,,2.1,,51,
108,서울,2025-07-12 21:00,30.6,,,,1.6,,53,
108,서울,2025-07-12 22:00,29.7,,,,2,,57,
108,서울,2025-07-12 23:00,28.8,,,,2.4,,60,
108,서울,2025-07-13 00:00,28.2,,,,1.5,,64,
108,서울,2025-07-13 01:00,27.7,,,,1.1,,66,
108,서울,2025-07-13 02:00,27.3,,,,.4,,66,
108,서울,2025-07-13 03:00,27,,,,.6,,69,
108,서울,2025-07-13 04:00,26.7,,,,.5,,67,
108,서울,2025-07-13 05:00,26,,,,1.4,,67,
108,서울,2025-07-13 06:00,25.7,,,,1.5,,69,
108,서울,2025-07-13 07:00,26.4,,,,.7,,66,
108,서울,2025-07-13 08:00,27.8,,,,1.7,,64,
108,서울,2025-07-13 09:00,29.3,,,,1.4,,60,
108,서울,2025-07-13 10:00,30.1,,,,1.6,,58,
108,서울,2025-07-13 11:00,30.8,,,,1.7,,58,
108,서울,2025-07-13 12:00,30.6,,0,,2,,58,
108,서울,2025-07-13 13:00,30.7,,,9,2.3,,58,
108,서울,2025-07-13 14:00,28.2,,0,,3.1,,69,
108,서울,2025-07-13 15:00,28.1,,0,,2.1,,71,
108,서울,2025-07-13 16:00,28.3,,0,,1.9,,67,
108,서울,2025-07-13 17:00,28.3,,,9,2,,65,
108,서울,2025-07-13 18:00,28.2,,,9,1.6,,69,
108,서울,2025-07-13 19:00,28.1,,,9,1.3,,68,
108,서울,2025-07-13 20:00,27.8,,,9,1.1,,67,
108,서울,2025-07-13 21:00,27,,,9,1.8,,70,
108,서울,2025-07-13 22:00,26.5,,,9,1,,67,
108,서울,2025-07-13 23:00,25.9,,,9,1.4,,67,
108,서울,2025-07-14 00:00,25.6,,,9,1.6,,68,
108,서울,2025-07-14 01:00,25.3,,,,1.3,,64,
108,서울,2025-07-14 02:00,25.1,,,,2.3,,66,
108,서울,2025-07-14 03:00,24.7,,,,.9,,67,
108,서울,2025-07-14 04:00,24.3,,,,1.6,,70,
108,서울,2025-07-14 05:00,23.9,,,,1.5,,73,
108,서울,2025-07-14 06:00,23.6,,,,.7,,74,
108,서울,2025-07-14 07:00,24,,,,1.4,,75,
108,서울,2025-07-14 08:00,25.1,,,,1.1,,75,
108,서울,2025-07-14 09:00,25.6,,,,2.4,,74,
108,서울,2025-07-14 10:00,26.1,,,,1.9,,70,
108,서울,2025-07-14 11:00,27.7,,,,2.1,,62,
108,서울,2025-07-14 12:00,27.9,,0,,2.7,,62,
108,서울,2025-07-14 13:00,25.8,,.3,,3.4,,73,
108,서울,2025-07-14 14:00,25.6,,0,,2.6,,71,
108,서울,2025-07-14 15:00,24.8,,.2,,3.9,,77,
108,서울,2025-07-14 16:00,23.2,,2,,2.7,,88,
108,서울,2025-07-14 17:00,23.2,,1.1,,2.2,,85,
108,서울,2025-07-14 18:00,23.1,,.8,,.5,,87,
108,서울,2025-07-14 19:00,23,,.8,,.9,,89,
108,서울,2025-07-14 20:00,22.7,,1.6,,2.6,,92,
108,서울,2025-07-14 21:00,22.5,,.5,,3.4,,93,
108,서울,2025-07-14 22:00,22.1,,3.9,,1.9,,93,
108,서울,2025-07-14 23:00,21.9,,2.3,,3.4,,95,
108,서울,2025-07-15 00:00,21.7,,.1,,2.4,,92,
108,서울,2025-07-15 01:00,21.6,,1.2,,1.8,,94,
108,서울,2025-07-15 02:00,21.5,,.7,,3.2,,95,
108,서울,2025-07-15 03:00,21.6,,.5,,3.2,,93,
108,서울,2025-07-15 04:00,21.6,,0,,3,,93,
108,서울,2025-07-15 05:00,21.6,,0,,3.3,,94,
108,서울,2025-07-15 06:00,21.5,,,9,5,,93,
108,서울,2025-07-15 07:00,21.6,,.3,,3.2,,93,
108,서울,2025-07-15 08:00,22,,.3,,1.7,,92,
108,서울,2025-07-15 09:00,22.5,,0,,2.5,,89,
108,서울,2025-07-15 10:00,22.8,,,9,1.7,,89,
108,서울,2025-07-15 11:00,23,,0,,1.7,,85,
108,서울,2025-07-15 12:00,23.8,,0,,2.1,,83,
108,서울,2025-07-15 13:00,24.2,,.4,,2,,85,
108,서울,2025-07-15 14:00,24.4,,.4,,2,,81,
108,서울,2025-07-15 15:00,25.7,,0,,2.1,,77,
108,서울,2025-07-15 16:00,25.5,,,9,2.1,,75,
108,서울,2025-07-15 17:00,25.4,,0,,2,,78,
108,서울,2025-07-15 18:00,25,,.2,,1.6,,82,
108,서울,2025-07-15 19:00,25,,,9,2.5,,75,
108,서울,2025-07-15 20:00,24.4,,,9,1.7,,73,
108,서울,2025-07-15 21:00,24.2,,,9,1.8,,75,
108,서울,2025-07-15 22:00,24.2,,,9,1.7,,75,
108,서울,2025-07-15 23:00,24.1,,0,,2.6,,79,
108,서울,2025-07-16 00:00,24.1,,,9,1.9,,81,
108,서울,2025-07-16 01:00,24.1,,,,2.3,,82,
108,서울,2025-07-16 02:00,24.1,,,,2.4,,84,
108,서울,2025-07-16 03:00,24.2,,,,2.6,,85,
108,서울,2025-07-16 04:00,24.3,,,,2.9,,87,
108,서울,2025-07-16 05:00,24.2,,0,,.9,,87,
108,서울,2025-07-16 06:00,24.1,,0,,1.6,,86,
108,서울,2025-07-16 07:00,24.3,,,9,1,,88,
108,서울,2025-07-16 08:00,24.4,,1,,1,,90,
108,서울,2025-07-16 09:00,24.6,,0,,2.9,,85,
108,서울,2025-07-16 10:00,24.6,,0,,1.5,,84,
108,서울,2025-07-16 11:00,23.2,,.2,,3.2,,81,
108,서울,2025-07-16 12:00,23.3,,.6,,1.3,,85,
108,서울,2025-07-16 13:00,23.5,,0,,2.6,,78,
108,서울,2025-07-16 14:00,23.6,,0,,2.6,,80,
108,서울,2025-07-16 15:00,23,,1,,3,,89,
108,서울,2025-07-16 16:00,22.7,,3.2,,2.9,,93,
108,서울,2025-07-16 17:00,22.7,,4.2,,1.6,,94,
108,서울,2025-07-16 18:00,22.6,,2.5,,3.6,,95,
108,서울,2025-07-16 19:00,22.5,,5.9,,2.1,,96,
108,서울,2025-07-16 20:00,22.4,,22.2,,1.5,,98,
108,서울,2025-07-16 21:00,22.3,,22.5,,2.5,,98,
108,서울,2025-07-16 22:00,22.3,,8.7,,1.8,,96,
108,서울,2025-07-16 23:00,22.4,,.2,,2.2,,95,
108,서울,2025-07-17 00:00,22.5,,.9,,1.6,,98,
108,서울,2025-07-17 01:00,22.6,,1.7,,1.7,,97,
108,서울,2025-07-17 02:00,22.8,,.2,,1.6,,96,
108,서울,2025-07-17 03:00,22.9,,.3,,2.2,,97,
108,서울,2025-07-17 04:00,22.8,,.2,,1.5,,94,
108,서울,2025-07-17 05:00,22.6,,7.1,,2.3,,96,
108,서울,2025-07-17 06:00,22.7,,3.4,,2.4,,98,
108,서울,2025-07-17 07:00,22.6,,31.4,,3.2,,99,
108,서울,2025-07-17 08:00,22.6,,5.9,,2.2,,98,
108,서울,2025-07-17 09:00,22.3,,2.5,,2.7,,98,
108,서울,2025-07-17 10:00,22,,13.4,,2.7,,97,
108,서울,2025-07-17 11:00,22.7,,.5,,2.3,,96,
108,서울,2025-07-17 12:00,23.9,,,9,3.2,,91,
108,서울,2025-07-17 13:00,24.3,,0,,3.1,,87,
108,서울,2025-07-17 14:00,23.8,,0,,1.9,,90,
108,서울,2025-07-17 15:00,24,,.1,,2.4,,89,
108,서울,2025-07-17 16:00,24.2,,,9,2,,87,
108,서울,2025-07-17 17:00,24.1,,.9,,1.3,,91,
108,서울,2025-07-17 18:00,23.8,,2.5,,2.4,,94,
108,서울,2025-07-17 19:00,23.7,,.4,,1.2,,92,
108,서울,2025-07-17 20:00,23.5,,.7,,1.4,,94,
108,서울,2025-07-17 21:00,23.3,,1.2,,1.4,,94,
108,서울,2025-07-17 22:00,23.2,,.7,,1.7,,96,
108,서울,2025-07-17 23:00,23.3,,2.4,,.8,,96,
108,서울,2025-07-18 00:00,23.4,,0,,1.9,,93,
108,서울,2025-07-18 01:00,23.5,,0,,1.6,,92,
108,서울,2025-07-18 02:00,23.5,,,9,1.4,,91,
108,서울,2025-07-18 03:00,23.4,,0,,1.1,,91,
108,서울,2025-07-18 04:00,23.4,,0,,.9,,92,
108,서울,2025-07-18 05:00,23.2,,2.1,,1,,95,
108,서울,2025-07-18 06:00,23.1,,.7,,.9,,94,
108,서울,2025-07-18 07:00,23.1,,0,,1.9,,94,
108,서울,2025-07-18 08:00,23.4,,,9,.8,,93,
108,서울,2025-07-18 09:00,23,,8.7,,1.7,,96,
108,서울,2025-07-18 10:00,23.2,,3.3,,1.3,,97,
108,서울,2025-07-18 11:00,23.9,,.9,,1.1,,96,
108,서울,2025-07-18 12:00,24.2,,.1,,2.2,,93,
108,서울,2025-07-18 13:00,24.7,,.2,,2.2,,94,
108,서울,2025-07-18 14:00,25.4,,.1,,2.7,,90,
108,서울,2025-07-18 15:00,25.9,,0,,2.5,,87,
108,서울,2025-07-18 16:00,26.9,,,9,1.7,,82,
108,서울,2025-07-18 17:00,27,,0,,2.3,,83,
108,서울,2025-07-18 18:00,27,,,9,1.5,,81,
108,서울,2025-07-18 19:00,26.9,,0,,1.6,,81,
108,서울,2025-07-18 20:00,26.3,,0,,2,,85,
108,서울,2025-07-18 21:00,25.8,,,9,2.4,,86,
108,서울,2025-07-18 22:00,25.5,,0,,2.2,,86,
108,서울,2025-07-18 23:00,25.4,,,9,2.3,,88,
108,서울,2025-07-19 00:00,25.3,,,9,2,,88,
108,서울,2025-07-19 01:00,25.1,,.8,,1.2,,92,
108,서울,2025-07-19 02:00,24.8,,10.7,,2,,96,
108,서울,2025-07-19 03:00,22.6,,16.7,,1.1,,92,
108,서울,2025-07-19 04:00,22,,29.2,,1.6,,96,
108,서울,2025-07-19 05:00,21.9,,1.9,,1.9,,96,
108,서울,2025-07-19 06:00,22,,6.4,,1.9,,97,
108,서울,2025-07-19 07:00,22.1,,0,,3.2,,97,
108,서울,2025-07-19 08:00,22,,.4,,2.8,,98,
108,서울,2025-07-19 09:00,22.2,,.6,,2.8,,96,
108,서울,2025-07-19 10:00,22.5,,.1,,2.7,,98,
108,서울,2025-07-19 11:00,22.9,,.2,,2.4,,99,
